datetime,prefecture,mig_in,mig_out,mig_internal
2012-10-01,岡山県,2234,2310,2689
2012-10-01,広島県,3290,3583,4663
2012-10-01,山口県,1750,1780,1309
2012-10-01,徳島県,727,747,865
2012-10-01,香川県,1434,1275,922
2012-10-01,愛媛県,1274,1409,1228
2012-10-01,高知県,655,706,702
2012-10-01,福岡県,7329,7199,12525
2012-10-01,佐賀県,1154,1125,822
2012-10-01,長崎県,1530,1683,1415
2012-10-01,熊本県,2438,1926,3395
2012-10-01,大分県,1411,1452,1178
2012-10-01,宮崎県,1367,1345,1113
2012-10-01,鹿児島県,2078,1973,1995
2012-10-01,沖縄県,1765,1622,3081
2012-11-01,北海道,2467,2706,13044
2012-11-01,青森県,1020,1098,1123
2012-11-01,岩手県,1018,948,1186
2012-11-01,宮城県,2623,2104,4239
2012-11-01,秋田県,690,677,671
2012-11-01,山形県,764,747,1026
2012-11-01,福島県,1489,1666,1403
2012-11-01,茨城県,2570,2668,3486
2012-11-01,栃木県,1766,1746,1658
2012-11-01,群馬県,1609,1456,1883
2012-11-01,埼玉県,9839,9648,10581
2012-11-01,千葉県,7628,8073,8833
2012-11-01,東京都,23338,21870,31169
2012-11-01,神奈川県,11793,12484,16986
2012-11-01,新潟県,1181,1381,2427
2012-11-01,富山県,712,723,847
2012-11-01,石川県,829,912,1256
2012-11-01,福井県,510,495,631
2012-11-01,山梨県,703,690,1041
2012-11-01,長野県,1490,1564,2504
2012-11-01,岐阜県,1502,1729,2207
2012-11-01,静岡県,2825,2968,5073
2012-11-01,愛知県,5605,5351,13693
2012-11-01,三重県,1535,1541,1606
2012-11-01,滋賀県,1532,1445,1553
2012-11-01,京都府,2867,3089,3900
2012-11-01,大阪府,8647,8694,17124
2012-11-01,兵庫県,5135,5041,8118
2012-11-01,奈良県,1449,1641,1382
2012-11-01,和歌山県,669,760,812
2012-11-01,鳥取県,462,468,444
2012-11-01,島根県,561,498,369
2012-11-01,岡山県,1440,1422,2459
2012-11-01,広島県,2066,2455,4150
2012-11-01,山口県,1128,1292,1175
2012-11-01,徳島県,547,509,820
2012-11-01,香川県,913,863,823
2012-11-01,愛媛県,898,973,1111
2012-11-01,高知県,495,473,728
2012-11-01,福岡県,5036,4574,11246
2012-11-01,佐賀県,865,921,763
2012-11-01,長崎県,1127,1276,1066
2012-11-01,熊本県,1547,1450,3216
2012-11-01,大分県,977,1112,950
2012-11-01,宮崎県,1012,887,955
2012-11-01,鹿児島県,1458,1305,1667
2012-11-01,沖縄県,1326,1270,2966
2012-12-01,北海道,2260,2305,10820
2012-12-01,青森県,857,903,1059
2012-12-01,岩手県,946,863,1083
2012-12-01,宮城県,2301,2033,4182
2012-12-01,秋田県,622,642,640
2012-12-01,山形県,714,672,1011
2012-12-01,福島県,1451,1444,1423
2012-12-01,茨城県,2520,2790,3312
2012-12-01,栃木県,1835,1731,1810
2012-12-01,群馬県,1504,1560,1971
2012-12-01,埼玉県,9940,9305,10932
2012-12-01,千葉県,7938,8777,9315
2012-12-01,東京都,23967,22676,32782
2012-12-01,神奈川県,12071,13180,18150
2012-12-01,新潟県,1123,1145,2298
2012-12-01,富山県,602,638,802
2012-12-01,石川県,769,755,1018
2012-12-01,福井県,441,551,618
2012-12-01,山梨県,735,823,1020
2012-12-01,長野県,1433,1405,2230
2012-12-01,岐阜県,1467,1691,2122
2012-12-01,静岡県,2789,3115,5251
2012-12-01,愛知県,5607,5554,14104
2012-12-01,三重県,1414,1675,1622
2012-12-01,滋賀県,1524,1549,1641
2012-12-01,京都府,3178,3258,4077
2012-12-01,大阪府,8873,8909,18003
2012-12-01,兵庫県,5251,5145,8034
2012-12-01,奈良県,1558,1620,1526
2012-12-01,和歌山県,674,762,732
2012-12-01,鳥取県,433,432,420
2012-12-01,島根県,520,407,343
2012-12-01,岡山県,1425,1563,2140
2012-12-01,広島県,2143,2295,4051
2012-12-01,山口県,1079,1157,1140
2012-12-01,徳島県,503,541,789
2012-12-01,香川県,949,852,751
2012-12-01,愛媛県,983,926,962
2012-12-01,高知県,442,470,691
2012-12-01,福岡県,4924,4639,10914
2012-12-01,佐賀県,987,857,744
2012-12-01,長崎県,1260,1213,1151
2012-12-01,熊本県,1579,1361,2950
2012-12-01,大分県,964,1037,985
2012-12-01,宮崎県,1104,895,995
2012-12-01,鹿児島県,1420,1197,1623
2012-12-01,沖縄県,1414,1175,3075
2013-01-01,北海道,2387,2727,8987
2013-01-01,青森県,890,1005,964
2013-01-01,岩手県,1054,969,1022
2013-01-01,宮城県,2599,2190,3489
2013-01-01,秋田県,542,685,572
2013-01-01,山形県,600,770,675
2013-01-01,福島県,1368,1588,1414
2013-01-01,茨城県,2512,2724,3070
2013-01-01,栃木県,1891,1848,1664
2013-01-01,群馬県,1530,1668,1911
2013-01-01,埼玉県,9045,8648,9127
2013-01-01,千葉県,7614,7862,7757
2013-01-01,東京都,23624,20640,25733
2013-01-01,神奈川県,11288,11937,13938
2013-01-01,新潟県,1054,1342,1818
2013-01-01,富山県,588,622,623
2013-01-01,石川県,796,872,943
2013-01-01,福井県,458,545,521
2013-01-01,山梨県,719,854,892
2013-01-01,長野県,1407,1528,2035
2013-01-01,岐阜県,1573,1791,1975
2013-01-01,静岡県,2890,3043,4971
2013-01-01,愛知県,6138,6094,12008
2013-01-01,三重県,1802,1743,1639
2013-01-01,滋賀県,1509,1484,1408
2013-01-01,京都府,2853,3246,3366
2013-01-01,大阪府,8613,8925,13868
2013-01-01,兵庫県,5177,5091,6810
2013-01-01,奈良県,1398,1573,1126
2013-01-01,和歌山県,715,769,729
2013-01-01,鳥取県,399,472,383
2013-01-01,島根県,511,585,313
2013-01-01,岡山県,1471,1519,2155
2013-01-01,広島県,2371,2659,3783
2013-01-01,山口県,1185,1274,991
2013-01-01,徳島県,568,596,849
2013-01-01,香川県,934,906,808
2013-01-01,愛媛県,1057,1057,1088
2013-01-01,高知県,486,558,648
2013-01-01,福岡県,5375,5066,9808
2013-01-01,佐賀県,934,898,612
2013-01-01,長崎県,1355,1245,1203
2013-01-01,熊本県,1502,1490,2808
2013-01-01,大分県,1062,1154,928
2013-01-01,宮崎県,1095,1015,942
2013-01-01,鹿児島県,1515,1475,1539
2013-01-01,沖縄県,1504,1206,2888
2013-02-01,北海道,2341,2939,10433
2013-02-01,青森県,861,975,873
2013-02-01,岩手県,900,951,987
2013-02-01,宮城県,2402,2078,3746
2013-02-01,秋田県,572,722,499
2013-02-01,山形県,735,751,756
2013-02-01,福島県,1453,1604,1254
2013-02-01,茨城県,2709,2976,3457
2013-02-01,栃木県,1924,1877,1811
2013-02-01,群馬県,1737,1698,2076
2013-02-01,埼玉県,10069,9515,10628
2013-02-01,千葉県,8423,8956,9512
2013-02-01,東京都,25670,22629,30839
2013-02-01,神奈川県,12264,12940,16639
2013-02-01,新潟県,1237,1342,2103
2013-02-01,富山県,672,656,656
2013-02-01,石川県,814,980,1040
2013-02-01,福井県,448,571,527
2013-02-01,山梨県,738,977,1075
2013-02-01,長野県,1608,1602,2208
2013-02-01,岐阜県,1656,1907,2051
2013-02-01,静岡県,3028,3135,5502
2013-02-01,愛知県,6007,5672,13949
2013-02-01,三重県,1551,1757,1608
2013-02-01,滋賀県,1534,1461,1534
2013-02-01,京都府,3157,3338,3529
2013-02-01,大阪府,8835,8773,15587
2013-02-01,兵庫県,5183,5420,7903
2013-02-01,奈良県,1470,2061,1467
2013-02-01,和歌山県,718,864,836
2013-02-01,鳥取県,481,474,433
2013-02-01,島根県,604,627,407
2013-02-01,岡山県,1649,1831,2396
2013-02-01,広島県,2722,2657,4437
2013-02-01,山口県,1256,1319,1283
2013-02-01,徳島県,605,622,890
2013-02-01,香川県,972,895,940
2013-02-01,愛媛県,1058,1188,1156
2013-02-01,高知県,586,566,676
2013-02-01,福岡県,5525,4985,11337
2013-02-01,佐賀県,1014,985,819
2013-02-01,長崎県,1245,1451,1167
2013-02-01,熊本県,1545,1535,3184
2013-02-01,大分県,1096,1220,1101
2013-02-01,宮崎県,1121,944,1125
2013-02-01,鹿児島県,1530,1605,1839
2013-02-01,沖縄県,1435,1129,2845
2013-03-01,北海道,7983,12432,30911
2013-03-01,青森県,3171,5982,2627
2013-03-01,岩手県,3235,4967,4051
2013-03-01,宮城県,8748,10145,7764
2013-03-01,秋田県,2006,4035,2264
2013-03-01,山形県,2438,4518,2485
2013-03-01,福島県,4166,6901,4798
2013-03-01,茨城県,7558,10041,6818
2013-03-01,栃木県,5258,6818,4476
2013-03-01,群馬県,4868,6237,4561
2013-03-01,埼玉県,28742,23367,18509
2013-03-01,千葉県,25216,22508,16947
2013-03-01,東京都,80498,49690,51049
2013-03-01,神奈川県,41127,31456,27578
2013-03-01,新潟県,4145,6538,6398
2013-03-01,富山県,2182,2851,2101
2013-03-01,石川県,3368,4099,2437
2013-03-01,福井県,1506,2194,1728
2013-03-01,山梨県,1973,3281,2643
2013-03-01,長野県,4883,6517,8139
2013-03-01,岐阜県,4654,6034,4437
2013-03-01,静岡県,9762,12728,11623
2013-03-01,愛知県,21836,19452,27693
2013-03-01,三重県,4470,5744,4126
2013-03-01,滋賀県,4550,5122,3117
2013-03-01,京都府,10909,10556,7222
2013-03-01,大阪府,28691,25033,28100
2013-03-01,兵庫県,15798,17126,14896
2013-03-01,奈良県,4177,4676,2491
2013-03-01,和歌山県,2103,2739,1744
2013-03-01,鳥取県,1577,2444,1350
2013-03-01,島根県,1781,2509,1864
2013-03-01,岡山県,5642,5850,5993
2013-03-01,広島県,8680,9889,8969
2013-03-01,山口県,3665,5097,2817
2013-03-01,徳島県,1849,2727,1885
2013-03-01,香川県,3602,4130,2073
2013-03-01,愛媛県,3400,4526,3153
2013-03-01,高知県,1658,2764,1894
2013-03-01,福岡県,19649,18162,21927
2013-03-01,佐賀県,2837,3572,1839
2013-03-01,長崎県,3991,6406,5261
2013-03-01,熊本県,5367,6436,7405
2013-03-01,大分県,3308,4348,3109
2013-03-01,宮崎県,3254,4978,3011
2013-03-01,鹿児島県,4943,6776,6188
2013-03-01,沖縄県,4125,4948,6715
2013-04-01,北海道,11102,12351,47556
2013-04-01,青森県,3791,5864,4556
2013-04-01,岩手県,4146,5064,4117
2013-04-01,宮城県,12452,10601,8801
2013-04-01,秋田県,2693,4027,1982
2013-04-01,山形県,2920,4201,3316
2013-04-01,福島県,4899,6772,5050
2013-04-01,茨城県,8537,9540,6989
2013-04-01,栃木県,5570,6219,3058
2013-04-01,群馬県,4976,5527,3428
2013-04-01,埼玉県,25000,22282,15521
2013-04-01,千葉県,23076,22504,13751
2013-04-01,東京都,67804,52475,40859
2013-04-01,神奈川県,34875,30615,22692
2013-04-01,新潟県,5050,6227,5957
2013-04-01,富山県,2635,2937,1196
2013-04-01,石川県,4276,4053,2132
2013-04-01,福井県,1733,2248,1101
2013-04-01,山梨県,2574,2744,1700
2013-04-01,長野県,4949,5974,5085
2013-04-01,岐阜県,4415,5949,4983
2013-04-01,静岡県,9210,10814,9709
2013-04-01,愛知県,22202,19485,20848
2013-04-01,三重県,4769,5704,3721
2013-04-01,滋賀県,4668,4279,2382
2013-04-01,京都府,10278,9247,6662
2013-04-01,大阪府,27105,26359,22731
2013-04-01,兵庫県,16657,17073,12403
2013-04-01,奈良県,4903,4792,2386
2013-04-01,和歌山県,2148,2889,2194
2013-04-01,鳥取県,1919,2458,1196
2013-04-01,島根県,2432,2838,2237
2013-04-01,岡山県,6096,6256,4155
2013-04-01,広島県,10362,10685,8287
2013-04-01,山口県,5833,5360,4688
2013-04-01,徳島県,2196,2558,1819
2013-04-01,香川県,4109,4102,1899
2013-04-01,愛媛県,3627,4801,4334
2013-04-01,高知県,2298,2690,2651
2013-04-01,福岡県,21941,20510,19036
2013-04-01,佐賀県,2916,3832,1805
2013-04-01,長崎県,5223,6922,4865
2013-04-01,熊本県,6003,7551,7304
2013-04-01,大分県,3979,4771,2968
2013-04-01,宮崎県,4344,5583,4652
2013-04-01,鹿児島県,6071,8205,11622
2013-04-01,沖縄県,4807,5631,8631
2013-05-01,北海道,3372,3703,13788
2013-05-01,青森県,1119,1518,1180
2013-05-01,岩手県,1290,1339,1285
2013-05-01,宮城県,3744,2875,4802
2013-05-01,秋田県,782,1022,628
2013-05-01,山形県,882,1014,1024
2013-05-01,福島県,1820,2028,1724
2013-05-01,茨城県,3170,3484,3553
2013-05-01,栃木県,2208,2213,1985
2013-05-01,群馬県,1889,1942,2064
2013-05-01,埼玉県,11766,11059,11185
2013-05-01,千葉県,9914,10048,9135
2013-05-01,東京都,29696,25602,31556
2013-05-01,神奈川県,14599,14786,17883
2013-05-01,新潟県,1527,1709,2597
2013-05-01,富山県,739,965,765
2013-05-01,石川県,1088,1187,1197
2013-05-01,福井県,512,674,632
2013-05-01,山梨県,833,957,1061
2013-05-01,長野県,1770,2039,2526
2013-05-01,岐阜県,1747,2217,2133
2013-05-01,静岡県,3473,3623,5493
2013-05-01,愛知県,8151,7269,14430
2013-05-01,三重県,2036,2082,1795
2013-05-01,滋賀県,1833,1888,1563
2013-05-01,京都府,3590,4047,4163
2013-05-01,大阪府,11970,11313,18007
2013-05-01,兵庫県,6351,7034,8305
2013-05-01,奈良県,1787,2029,1492
2013-05-01,和歌山県,807,1077,870
2013-05-01,鳥取県,531,668,436
2013-05-01,島根県,730,755,429
2013-05-01,岡山県,2132,2058,2621
2013-05-01,広島県,3039,3372,4490
2013-05-01,山口県,1483,1697,1411
2013-05-01,徳島県,658,689,880
2013-05-01,香川県,1155,1229,988
2013-05-01,愛媛県,1139,1445,1159
2013-05-01,高知県,633,717,773
2013-05-01,福岡県,6796,6346,12398
2013-05-01,佐賀県,1041,1173,765
2013-05-01,長崎県,1374,1785,1398
2013-05-01,熊本県,1756,2058,3635
2013-05-01,大分県,1303,1372,1264
2013-05-01,宮崎県,1272,1404,1120
2013-05-01,鹿児島県,1808,1762,2004
2013-05-01,沖縄県,1590,1632,3421
2013-06-01,北海道,2588,2752,11415
2013-06-01,青森県,1055,1126,916
2013-06-01,岩手県,926,1026,1033
2013-06-01,宮城県,2795,2349,4055
2013-06-01,秋田県,602,774,580
2013-06-01,山形県,802,779,814
2013-06-01,福島県,1504,1589,1315
2013-06-01,茨城県,2594,2889,2955
2013-06-01,栃木県,1901,1719,1587
2013-06-01,群馬県,1524,1635,1800
2013-06-01,埼玉県,9533,9133,9753
2013-06-01,千葉県,7902,7867,8261
2013-06-01,東京都,23739,21422,26968
2013-06-01,神奈川県,11841,12152,14779
2013-06-01,新潟県,1168,1281,2032
2013-06-01,富山県,675,735,683
2013-06-01,石川県,977,885,1075
2013-06-01,福井県,463,576,637
2013-06-01,山梨県,702,764,963
2013-06-01,長野県,1466,1513,1973
2013-06-01,岐阜県,1435,1612,1768
2013-06-01,静岡県,2734,2833,4930
2013-06-01,愛知県,6089,5704,12221
2013-06-01,三重県,1485,1681,1523
2013-06-01,滋賀県,1436,1499,1409
2013-06-01,京都府,2758,3010,3225
2013-06-01,大阪府,8749,8600,14713
2013-06-01,兵庫県,4914,5437,6531
2013-06-01,奈良県,1426,1535,1191
2013-06-01,和歌山県,686,766,717
2013-06-01,鳥取県,511,528,401
2013-06-01,島根県,580,564,354
2013-06-01,岡山県,1566,1544,2162
2013-06-01,広島県,2275,2405,3707
2013-06-01,山口県,1147,1419,1152
2013-06-01,徳島県,452,528,749
2013-06-01,香川県,910,833,680
2013-06-01,愛媛県,866,986,1024
2013-06-01,高知県,495,553,659
2013-06-01,福岡県,5087,5031,10074
2013-06-01,佐賀県,862,892,604
2013-06-01,長崎県,1143,1368,975
2013-06-01,熊本県,1444,1503,2728
2013-06-01,大分県,1020,1035,956
2013-06-01,宮崎県,927,946,899
2013-06-01,鹿児島県,1405,1476,1596
2013-06-01,沖縄県,1392,1297,2941
2013-07-01,北海道,3697,3533,15634
2013-07-01,青森県,1555,1440,1305
2013-07-01,岩手県,1411,1416,1397
2013-07-01,宮城県,3896,3525,5184
2013-07-01,秋田県,994,1022,801
2013-07-01,山形県,1137,1018,1051
2013-07-01,福島県,2120,2146,1877
2013-07-01,茨城県,3462,3793,3997
2013-07-01,栃木県,2465,2316,2028
2013-07-01,群馬県,2108,2068,2107
2013-07-01,埼玉県,13029,12541,11944
2013-07-01,千葉県,10858,10635,10221
2013-07-01,東京都,30166,28543,35602
2013-07-01,神奈川県,15567,16495,18373
2013-07-01,新潟県,1822,1767,2755
2013-07-01,富山県,925,1009,855
2013-07-01,石川県,1344,1303,1234
2013-07-01,福井県,690,808,645
2013-07-01,山梨県,1073,1096,1171
2013-07-01,長野県,2100,1918,2673
2013-07-01,岐阜県,2103,2314,2333
2013-07-01,静岡県,4387,4478,6015
2013-07-01,愛知県,9008,8241,15433
2013-07-01,三重県,2234,2307,1992
2013-07-01,滋賀県,1972,2170,1741
2013-07-01,京都府,3769,4106,4102
2013-07-01,大阪府,11622,12107,18650
2013-07-01,兵庫県,6811,7016,8253
2013-07-01,奈良県,1732,2002,1627
2013-07-01,和歌山県,841,975,899
2013-07-01,鳥取県,685,700,508
2013-07-01,島根県,709,733,404
2013-07-01,岡山県,2095,2140,2504
2013-07-01,広島県,3277,3402,4648
2013-07-01,山口県,1627,2845,1372
2013-07-01,徳島県,660,726,841
2013-07-01,香川県,1417,1599,1004
2013-07-01,愛媛県,1263,1427,1270
2013-07-01,高知県,727,701,805
2013-07-01,福岡県,7598,6717,12665
2013-07-01,佐賀県,1216,1126,767
2013-07-01,長崎県,1741,2047,1364
2013-07-01,熊本県,2638,2218,3531
2013-07-01,大分県,1517,1627,1112
2013-07-01,宮崎県,1536,1685,1176
2013-07-01,鹿児島県,2095,2208,1954
2013-07-01,沖縄県,1912,1602,3259
2013-08-01,北海道,3440,3774,12911
2013-08-01,青森県,1637,1805,1067
2013-08-01,岩手県,1156,1061,1133
2013-08-01,宮城県,3521,2839,4464
2013-08-01,秋田県,925,1006,595
2013-08-01,山形県,851,1050,882
2013-08-01,福島県,1846,1875,1421
2013-08-01,茨城県,3430,3574,3318
2013-08-01,栃木県,2298,2320,1758
2013-08-01,群馬県,2041,2083,2054
2013-08-01,埼玉県,12235,11676,11176
2013-08-01,千葉県,10091,10730,9438
2013-08-01,東京都,29347,26478,33996
2013-08-01,神奈川県,15065,14509,17760
2013-08-01,新潟県,1536,1915,2512
2013-08-01,富山県,873,863,819
2013-08-01,石川県,1288,1319,1205
2013-08-01,福井県,642,788,632
2013-08-01,山梨県,878,951,1098
2013-08-01,長野県,1906,1898,2271
2013-08-01,岐阜県,2059,2387,2350
2013-08-01,静岡県,3833,4272,5802
2013-08-01,愛知県,8237,7888,15732
2013-08-01,三重県,2293,2306,1813
2013-08-01,滋賀県,1953,1897,1572
2013-08-01,京都府,3646,4158,3782
2013-08-01,大阪府,11375,10923,18650
2013-08-01,兵庫県,6167,6991,7847
2013-08-01,奈良県,1629,1883,1558
2013-08-01,和歌山県,848,1009,854
2013-08-01,鳥取県,625,708,479
2013-08-01,島根県,766,791,383
2013-08-01,岡山県,1929,1968,2520
2013-08-01,広島県,3147,3526,4336
2013-08-01,山口県,1585,1751,1222
2013-08-01,徳島県,733,806,746
2013-08-01,香川県,1166,1256,814
2013-08-01,愛媛県,1334,1351,1268
2013-08-01,高知県,631,783,713
2013-08-01,福岡県,6987,6680,12797
2013-08-01,佐賀県,1180,1153,750
2013-08-01,長崎県,1698,1896,1421
2013-08-01,熊本県,2257,2390,3481
2013-08-01,大分県,1395,1524,1154
2013-08-01,宮崎県,1549,1367,1113
2013-08-01,鹿児島県,2183,2078,2132
2013-08-01,沖縄県,1955,1910,3484
2013-09-01,北海道,3150,3412,13080
2013-09-01,青森県,1367,1305,1092
2013-09-01,岩手県,1213,1143,1195
2013-09-01,宮城県,3085,2897,4109
2013-09-01,秋田県,861,911,605
2013-09-01,山形県,871,991,936
2013-09-01,福島県,1860,1885,1522
2013-09-01,茨城県,3286,3408,3374
2013-09-01,栃木県,2387,2055,1915
2013-09-01,群馬県,1988,2037,1968
2013-09-01,埼玉県,11252,11083,10550
2013-09-01,千葉県,9833,9595,8583
2013-09-01,東京都,27047,24768,30664
2013-09-01,神奈川県,14030,13466,16719
2013-09-01,新潟県,1495,1684,2300
2013-09-01,富山県,864,872,804
2013-09-01,石川県,1256,1208,1214
2013-09-01,福井県,573,632,642
2013-09-01,山梨県,906,887,1067
2013-09-01,長野県,1804,1798,2351
2013-09-01,岐阜県,1988,2131,2212
2013-09-01,静岡県,3550,3687,5479
2013-09-01,愛知県,7507,7419,14356
2013-09-01,三重県,2244,2311,1863
2013-09-01,滋賀県,1855,1722,1459
2013-09-01,京都府,3293,3887,3710
2013-09-01,大阪府,9898,10263,16175
2013-09-01,兵庫県,5715,6326,7726
2013-09-01,奈良県,1597,1835,1350
2013-09-01,和歌山県,859,929,829
2013-09-01,鳥取県,549,561,451
2013-09-01,島根県,713,683,415
2013-09-01,岡山県,1815,1962,2411
2013-09-01,広島県,2920,3112,4293
2013-09-01,山口県,1461,1412,1259
2013-09-01,徳島県,699,758,793
2013-09-01,香川県,1089,1275,850
2013-09-01,愛媛県,1124,1272,1117
2013-09-01,高知県,647,622,673
2013-09-01,福岡県,5946,6177,11245
2013-09-01,佐賀県,993,1049,674
2013-09-01,長崎県,1387,1654,1189
2013-09-01,熊本県,1734,1881,3134
2013-09-01,大分県,1199,1317,980
2013-09-01,宮崎県,1161,1127,937
2013-09-01,鹿児島県,1739,1674,1944
2013-09-01,沖縄県,1646,1373,2776
2013-10-01,北海道,3465,3598,15591
2013-10-01,青森県,1368,1482,1242
2013-10-01,岩手県,1461,1306,1321
2013-10-01,宮城県,3623,3244,4700
2013-10-01,秋田県,928,986,733
2013-10-01,山形県,1012,1050,1222
2013-10-01,福島県,2072,1961,1626
2013-10-01,茨城県,3587,3885,3723
2013-10-01,栃木県,2474,2573,2041
2013-10-01,群馬県,2200,2246,2312
2013-10-01,埼玉県,12344,11908,11565
2013-10-01,千葉県,10499,10287,10654
2013-10-01,東京都,29532,28006,36141
2013-10-01,神奈川県,15704,15089,18719
2013-10-01,新潟県,1638,1740,2906
2013-10-01,富山県,918,902,986
2013-10-01,石川県,1211,1264,1188
2013-10-01,福井県,639,777,763
2013-10-01,山梨県,922,983,1269
2013-10-01,長野県,2056,2051,2622
2013-10-01,岐阜県,2062,2278,2827
2013-10-01,静岡県,3664,4284,5924
2013-10-01,愛知県,8259,7997,16264
2013-10-01,三重県,2237,2239,2039
2013-10-01,滋賀県,2041,1822,1908
2013-10-01,京都府,3825,4090,4364
2013-10-01,大阪府,11305,11887,19041
2013-10-01,兵庫県,6685,6883,9022
2013-10-01,奈良県,1726,1941,1728
2013-10-01,和歌山県,930,967,918
2013-10-01,鳥取県,608,640,433
2013-10-01,島根県,787,741,414
2013-10-01,岡山県,1999,2283,2825
2013-10-01,広島県,3267,3392,5100
2013-10-01,山口県,1521,1665,1301
2013-10-01,徳島県,629,711,834
2013-10-01,香川県,1268,1257,984
2013-10-01,愛媛県,1365,1376,1113
2013-10-01,高知県,641,654,667
2013-10-01,福岡県,6820,6651,12510
2013-10-01,佐賀県,1042,1104,788
2013-10-01,長崎県,1574,1660,1335
2013-10-01,熊本県,2001,2046,3682
2013-10-01,大分県,1216,1422,1069
2013-10-01,宮崎県,1238,1170,1081
2013-10-01,鹿児島県,1887,1800,1907
2013-10-01,沖縄県,1692,1644,3118
2013-11-01,北海道,2361,2665,12980
2013-11-01,青森県,961,1138,1092
2013-11-01,岩手県,962,989,1235
2013-11-01,宮城県,2705,2109,4257
2013-11-01,秋田県,552,751,709
2013-11-01,山形県,681,836,1022
2013-11-01,福島県,1471,1471,1508
2013-11-01,茨城県,2894,2965,3473
2013-11-01,栃木県,1835,1958,1917
2013-11-01,群馬県,1787,1664,2022
2013-11-01,埼玉県,10593,10213,10744
2013-11-01,千葉県,8517,8822,9160
2013-11-01,東京都,24868,22890,34423
2013-11-01,神奈川県,12701,12464,17566
2013-11-01,新潟県,1197,1339,2478
2013-11-01,富山県,682,734,944
2013-11-01,石川県,904,921,1175
2013-11-01,福井県,513,574,665
2013-11-01,山梨県,705,847,1194
2013-11-01,長野県,1594,1547,2391
2013-11-01,岐阜県,1806,1985,2164
2013-11-01,静岡県,2844,3160,5735
2013-11-01,愛知県,6363,5938,15076
2013-11-01,三重県,1737,1826,1798
2013-11-01,滋賀県,1589,1508,1676
2013-11-01,京都府,3008,3151,3748
2013-11-01,大阪府,8807,9462,17113
2013-11-01,兵庫県,5142,5367,7823
2013-11-01,奈良県,1540,1641,1421
2013-11-01,和歌山県,732,797,855
2013-11-01,鳥取県,502,481,430
2013-11-01,島根県,558,624,401
2013-11-01,岡山県,1538,1548,2530
2013-11-01,広島県,2271,2511,4176
2013-11-01,山口県,1297,1178,1205
2013-11-01,徳島県,485,590,824
2013-11-01,香川県,892,951,927
2013-11-01,愛媛県,971,887,1036
2013-11-01,高知県,452,467,676
2013-11-01,福岡県,4782,4975,11195
2013-11-01,佐賀県,946,865,778
2013-11-01,長崎県,1161,1310,1115
2013-11-01,熊本県,1454,1465,3110
2013-11-01,大分県,1005,1032,935
2013-11-01,宮崎県,918,898,934
2013-11-01,鹿児島県,1404,1317,1617
2013-11-01,沖縄県,1295,1151,3138
2013-12-01,北海道,2428,2433,11389
2013-12-01,青森県,833,1071,1107
2013-12-01,岩手県,955,905,1146
2013-12-01,宮城県,2287,2143,4395
2013-12-01,秋田県,625,694,661
2013-12-01,山形県,674,724,1041
2013-12-01,福島県,1555,1439,1467
2013-12-01,茨城県,2701,2985,3542
2013-12-01,栃木県,1955,1878,1862
2013-12-01,群馬県,1783,1680,2158
2013-12-01,埼玉県,10675,10033,11043
2013-12-01,千葉県,8672,9067,9510
2013-12-01,東京都,25482,23922,36157
2013-12-01,神奈川県,13133,13482,17559
2013-12-01,新潟県,1085,1246,2437
2013-12-01,富山県,666,656,849
2013-12-01,石川県,819,812,1242
2013-12-01,福井県,479,535,618
2013-12-01,山梨県,730,832,1223
2013-12-01,長野県,1654,1567,2385
2013-12-01,岐阜県,1723,1963,2199
2013-12-01,静岡県,2934,3238,5462
2013-12-01,愛知県,6328,6169,15569
2013-12-01,三重県,1769,1867,1793
2013-12-01,滋賀県,1713,1761,1780
2013-12-01,京都府,3061,3452,4104
2013-12-01,大阪府,9077,9475,18517
2013-12-01,兵庫県,5419,5523,8269
2013-12-01,奈良県,1503,1694,1499
2013-12-01,和歌山県,748,767,784
2013-12-01,鳥取県,511,459,457
2013-12-01,島根県,534,524,390
2013-12-01,岡山県,1533,1608,2478
2013-12-01,広島県,2327,2466,4126
2013-12-01,山口県,1120,1214,1166
2013-12-01,徳島県,540,523,957
2013-12-01,香川県,858,924,889
2013-12-01,愛媛県,985,902,1073
2013-12-01,高知県,487,441,770
2013-12-01,福岡県,4866,4763,11683
2013-12-01,佐賀県,933,920,698
2013-12-01,長崎県,1195,1277,1093
2013-12-01,熊本県,1595,1398,3078
2013-12-01,大分県,995,954,954
2013-12-01,宮崎県,1013,959,1044
2013-12-01,鹿児島県,1475,1286,1787
2013-12-01,沖縄県,1357,1159,3185
2014-01-01,北海道,2267,2715,9289
2014-01-01,青森県,916,1076,935
2014-01-01,岩手県,949,948,1023
2014-01-01,宮城県,2613,2161,3865
2014-01-01,秋田県,558,742,526
2014-01-01,山形県,722,765,738
2014-01-01,福島県,1666,1470,1371
2014-01-01,茨城県,2831,3136,3444
2014-01-01,栃木県,2335,2068,1825
2014-01-01,群馬県,1847,1814,2108
2014-01-01,埼玉県,10509,9543,10105
2014-01-01,千葉県,8506,8467,8776
2014-01-01,東京都,25497,22627,30521
2014-01-01,神奈川県,12290,12407,14891
2014-01-01,新潟県,1038,1266,1915
2014-01-01,富山県,653,701,707
2014-01-01,石川県,883,890,955
2014-01-01,福井県,464,589,455
