datetime,prefecture,mig_in,mig_out,mig_internal
2008-11-01,大分県,1123,1204,999
2008-11-01,宮崎県,1167,1085,1155
2008-11-01,鹿児島県,1475,1512,1761
2008-11-01,沖縄県,1257,1349,2650
2008-12-01,北海道,2984,3035,12051
2008-12-01,青森県,1144,1249,1288
2008-12-01,岩手県,891,996,1304
2008-12-01,宮城県,2230,2226,4348
2008-12-01,秋田県,703,744,709
2008-12-01,山形県,739,758,1104
2008-12-01,福島県,1464,1514,1850
2008-12-01,茨城県,3024,3048,3766
2008-12-01,栃木県,1954,2017,2176
2008-12-01,群馬県,1687,1784,2352
2008-12-01,埼玉県,10102,9674,11880
2008-12-01,千葉県,9301,8570,9949
2008-12-01,東京都,23401,23474,28757
2008-12-01,神奈川県,13343,13174,17264
2008-12-01,新潟県,1225,1255,2613
2008-12-01,富山県,639,815,822
2008-12-01,石川県,939,831,1329
2008-12-01,福井県,518,608,710
2008-12-01,山梨県,767,850,1331
2008-12-01,長野県,1613,1633,2644
2008-12-01,岐阜県,1636,2008,2192
2008-12-01,静岡県,3284,3202,5976
2008-12-01,愛知県,6486,6535,15003
2008-12-01,三重県,1975,1918,1885
2008-12-01,滋賀県,1565,1619,1801
2008-12-01,京都府,3155,3441,4192
2008-12-01,大阪府,9166,9531,18561
2008-12-01,兵庫県,5528,5343,8115
2008-12-01,奈良県,1678,1787,1597
2008-12-01,和歌山県,800,778,884
2008-12-01,鳥取県,461,506,451
2008-12-01,島根県,616,534,496
2008-12-01,岡山県,1600,1643,1773
2008-12-01,広島県,2460,2715,4147
2008-12-01,山口県,1329,1345,1143
2008-12-01,徳島県,525,550,1018
2008-12-01,香川県,933,859,891
2008-12-01,愛媛県,1107,962,1199
2008-12-01,高知県,559,665,778
2008-12-01,福岡県,5072,5290,11324
2008-12-01,佐賀県,1024,848,818
2008-12-01,長崎県,1404,1412,1281
2008-12-01,熊本県,1621,1438,2304
2008-12-01,大分県,1237,1285,1257
2008-12-01,宮崎県,1244,1033,1288
2008-12-01,鹿児島県,1598,1472,1885
2008-12-01,沖縄県,1650,1407,2958
2009-01-01,北海道,2966,3727,10991
2009-01-01,青森県,1089,1462,1102
2009-01-01,岩手県,1002,1158,1196
2009-01-01,宮城県,2551,2450,4178
2009-01-01,秋田県,775,936,623
2009-01-01,山形県,770,965,1025
2009-01-01,福島県,1592,1806,1895
2009-01-01,茨城県,3368,3108,3794
2009-01-01,栃木県,2299,2299,2194
2009-01-01,群馬県,1869,1855,2317
2009-01-01,埼玉県,10630,9606,12100
2009-01-01,千葉県,9961,8505,9553
2009-01-01,東京都,25151,23843,28453
2009-01-01,神奈川県,13534,13486,16633
2009-01-01,新潟県,1346,1562,2467
2009-01-01,富山県,826,927,745
2009-01-01,石川県,996,1107,1269
2009-01-01,福井県,557,660,644
2009-01-01,山梨県,825,840,1220
2009-01-01,長野県,1603,1896,2431
2009-01-01,岐阜県,2043,2172,2404
2009-01-01,静岡県,3596,3789,5978
2009-01-01,愛知県,7627,7881,15496
2009-01-01,三重県,2099,2137,1950
2009-01-01,滋賀県,1850,1705,1723
2009-01-01,京都府,3310,3686,4030
2009-01-01,大阪府,9804,10398,17123
2009-01-01,兵庫県,6338,5875,7904
2009-01-01,奈良県,1680,1874,1485
2009-01-01,和歌山県,827,896,925
2009-01-01,鳥取県,496,588,463
2009-01-01,島根県,601,661,431
2009-01-01,岡山県,1863,1988,1945
2009-01-01,広島県,2822,2953,4435
2009-01-01,山口県,1344,1539,1262
2009-01-01,徳島県,584,650,1014
2009-01-01,香川県,1015,1031,902
2009-01-01,愛媛県,1217,1316,1322
2009-01-01,高知県,640,727,810
2009-01-01,福岡県,6243,6055,11477
2009-01-01,佐賀県,1125,1045,832
2009-01-01,長崎県,1586,1617,1405
2009-01-01,熊本県,1775,1897,2236
2009-01-01,大分県,1283,1473,1170
2009-01-01,宮崎県,1298,1226,1171
2009-01-01,鹿児島県,1918,1725,1858
2009-01-01,沖縄県,1940,1532,3042
2009-02-01,北海道,2834,3546,11064
2009-02-01,青森県,1114,1317,951
2009-02-01,岩手県,961,1003,1143
2009-02-01,宮城県,2324,2376,3998
2009-02-01,秋田県,763,812,602
2009-02-01,山形県,791,829,898
2009-02-01,福島県,1498,1727,1621
2009-02-01,茨城県,3051,2996,3569
2009-02-01,栃木県,2119,2222,1944
2009-02-01,群馬県,1897,1913,2388
2009-02-01,埼玉県,10815,9948,11175
2009-02-01,千葉県,9563,8847,9192
2009-02-01,東京都,26182,23919,29138
2009-02-01,神奈川県,13795,13356,17009
2009-02-01,新潟県,1359,1447,2113
2009-02-01,富山県,712,828,684
2009-02-01,石川県,964,1019,1126
2009-02-01,福井県,506,629,574
2009-02-01,山梨県,805,1135,1093
2009-02-01,長野県,1744,1854,2428
2009-02-01,岐阜県,1813,2137,2154
2009-02-01,静岡県,3420,3473,5471
2009-02-01,愛知県,6985,7143,15087
2009-02-01,三重県,1853,2158,1787
2009-02-01,滋賀県,1673,1794,1671
2009-02-01,京都府,3310,3654,3907
2009-02-01,大阪府,9362,9920,16215
2009-02-01,兵庫県,5842,5465,7689
2009-02-01,奈良県,1721,2015,1486
2009-02-01,和歌山県,774,914,859
2009-02-01,鳥取県,517,595,472
2009-02-01,島根県,670,665,503
2009-02-01,岡山県,1861,1948,1762
2009-02-01,広島県,2865,2883,4462
2009-02-01,山口県,1377,1577,1470
2009-02-01,徳島県,609,670,821
2009-02-01,香川県,1001,981,883
2009-02-01,愛媛県,1245,1203,1278
2009-02-01,高知県,607,722,803
2009-02-01,福岡県,5510,5477,11340
2009-02-01,佐賀県,1052,949,809
2009-02-01,長崎県,1432,1584,1190
2009-02-01,熊本県,1682,1602,2139
2009-02-01,大分県,1323,1402,1133
2009-02-01,宮崎県,1311,1132,1297
2009-02-01,鹿児島県,1709,1814,1978
2009-02-01,沖縄県,1697,1418,2867
2009-03-01,北海道,9292,16340,36187
2009-03-01,青森県,3867,7128,2983
2009-03-01,岩手県,3645,6406,4600
2009-03-01,宮城県,10450,13126,9628
2009-03-01,秋田県,2609,4910,2843
2009-03-01,山形県,3017,5165,3199
2009-03-01,福島県,5427,8516,6880
2009-03-01,茨城県,9984,11551,8553
2009-03-01,栃木県,6297,8101,5073
2009-03-01,群馬県,5268,6813,5415
2009-03-01,埼玉県,33246,26239,21332
2009-03-01,千葉県,33778,25807,19717
2009-03-01,東京都,89895,56224,54383
2009-03-01,神奈川県,50678,35792,30339
2009-03-01,新潟県,4734,7580,7540
2009-03-01,富山県,2755,3393,2191
2009-03-01,石川県,3942,4477,2539
2009-03-01,福井県,1905,2558,1801
2009-03-01,山梨県,2563,3795,2682
2009-03-01,長野県,5733,7956,9714
2009-03-01,岐阜県,5190,6863,4970
2009-03-01,静岡県,12434,14272,13216
2009-03-01,愛知県,27544,23620,31418
2009-03-01,三重県,5420,7069,4367
2009-03-01,滋賀県,5549,5631,3332
2009-03-01,京都府,11516,12442,8364
2009-03-01,大阪府,31253,30506,29829
2009-03-01,兵庫県,19515,19552,15764
2009-03-01,奈良県,4792,5642,2914
2009-03-01,和歌山県,2225,3203,1927
2009-03-01,鳥取県,2057,2942,1247
2009-03-01,島根県,2240,3403,2284
2009-03-01,岡山県,6077,7333,5033
2009-03-01,広島県,10778,11889,10188
2009-03-01,山口県,4802,5987,3522
2009-03-01,徳島県,1971,3072,1909
2009-03-01,香川県,4160,4760,2356
2009-03-01,愛媛県,3907,5054,3632
2009-03-01,高知県,1767,3081,2156
2009-03-01,福岡県,21241,22716,24524
2009-03-01,佐賀県,3296,4019,2173
2009-03-01,長崎県,4635,7943,5720
2009-03-01,熊本県,6341,7918,5633
2009-03-01,大分県,3987,5058,3489
2009-03-01,宮崎県,3914,5792,3601
2009-03-01,鹿児島県,5290,8182,7287
2009-03-01,沖縄県,4339,5499,6553
2009-04-01,北海道,10055,12677,47797
2009-04-01,青森県,3793,5923,4690
2009-04-01,岩手県,3579,5458,4040
2009-04-01,宮城県,10152,10037,8360
2009-04-01,秋田県,2584,4229,1988
2009-04-01,山形県,2830,4049,3217
2009-04-01,福島県,4489,6739,4803
2009-04-01,茨城県,9939,9206,6368
2009-04-01,栃木県,5176,6205,3167
2009-04-01,群馬県,4923,5378,3452
2009-04-01,埼玉県,24438,21107,15992
2009-04-01,千葉県,25951,21702,15069
2009-04-01,東京都,64554,49278,40623
2009-04-01,神奈川県,36470,29642,23294
2009-04-01,新潟県,4728,5996,5492
2009-04-01,富山県,2299,2946,1244
2009-04-01,石川県,3525,3781,2161
2009-04-01,福井県,1646,2344,1169
2009-04-01,山梨県,2500,2571,1626
2009-04-01,長野県,4629,6144,5199
2009-04-01,岐阜県,4414,5653,5326
2009-04-01,静岡県,9968,10444,9131
2009-04-01,愛知県,22523,19116,22044
2009-04-01,三重県,5290,5773,4091
2009-04-01,滋賀県,4545,4276,2515
2009-04-01,京都府,9483,9090,6569
2009-04-01,大阪府,25934,25241,24320
2009-04-01,兵庫県,16196,16009,12615
2009-04-01,奈良県,4590,4566,2476
2009-04-01,和歌山県,2020,2767,2184
2009-04-01,鳥取県,2078,2555,1427
2009-04-01,島根県,2081,3014,2467
2009-04-01,岡山県,5414,6126,4542
2009-04-01,広島県,10015,10271,8451
2009-04-01,山口県,5411,5460,4895
2009-04-01,徳島県,2062,2547,1970
2009-04-01,香川県,3755,4033,1891
2009-04-01,愛媛県,3691,4655,4557
2009-04-01,高知県,2090,2775,2442
2009-04-01,福岡県,19898,19985,19423
2009-04-01,佐賀県,2883,3897,1879
2009-04-01,長崎県,5463,6812,5318
2009-04-01,熊本県,5752,7935,6021
2009-04-01,大分県,3711,4804,3002
2009-04-01,宮崎県,4257,5691,4719
2009-04-01,鹿児島県,6394,8633,12162
2009-04-01,沖縄県,4933,5571,7883
2009-05-01,北海道,3258,3602,12880
2009-05-01,青森県,1187,1481,1139
2009-05-01,岩手県,1031,1562,1181
2009-05-01,宮城県,2943,2830,4023
2009-05-01,秋田県,769,998,664
2009-05-01,山形県,815,1058,982
2009-05-01,福島県,1699,2085,1628
2009-05-01,茨城県,3410,3247,3230
2009-05-01,栃木県,2227,2292,1875
2009-05-01,群馬県,1867,1821,1993
2009-05-01,埼玉県,11076,10205,10447
2009-05-01,千葉県,10565,9157,8685
2009-05-01,東京都,27008,24388,27973
2009-05-01,神奈川県,14995,13827,15982
2009-05-01,新潟県,1420,1777,2384
2009-05-01,富山県,739,977,733
2009-05-01,石川県,1120,1067,1157
2009-05-01,福井県,573,764,694
2009-05-01,山梨県,884,961,1075
2009-05-01,長野県,1805,2123,2417
2009-05-01,岐阜県,1739,2166,2008
2009-05-01,静岡県,3557,3544,4945
2009-05-01,愛知県,7502,7343,14058
2009-05-01,三重県,2160,2130,1671
2009-05-01,滋賀県,1844,1897,1549
2009-05-01,京都府,3494,3767,3656
2009-05-01,大阪府,11248,10912,16900
2009-05-01,兵庫県,6178,6434,7774
2009-05-01,奈良県,1589,2100,1359
2009-05-01,和歌山県,804,1087,836
2009-05-01,鳥取県,543,721,425
2009-05-01,島根県,637,719,452
2009-05-01,岡山県,1837,2060,2347
2009-05-01,広島県,3048,3153,4083
2009-05-01,山口県,1479,1571,1267
2009-05-01,徳島県,607,765,838
2009-05-01,香川県,1077,1136,929
2009-05-01,愛媛県,1196,1365,1179
2009-05-01,高知県,614,691,757
2009-05-01,福岡県,6336,6342,11558
2009-05-01,佐賀県,1063,1154,683
2009-05-01,長崎県,1466,1758,1321
2009-05-01,熊本県,1766,2120,2269
2009-05-01,大分県,1294,1353,1170
2009-05-01,宮崎県,1319,1338,1220
2009-05-01,鹿児島県,1912,1890,2011
2009-05-01,沖縄県,1596,1558,2932
2009-06-01,北海道,3351,3473,13504
2009-06-01,青森県,1289,1275,1099
2009-06-01,岩手県,1136,1318,1218
2009-06-01,宮城県,2900,2995,4188
2009-06-01,秋田県,905,985,744
2009-06-01,山形県,811,894,888
2009-06-01,福島県,1670,2241,1735
2009-06-01,茨城県,3433,3253,3379
2009-06-01,栃木県,2308,2422,2009
2009-06-01,群馬県,1877,1912,2046
2009-06-01,埼玉県,11546,10744,11580
2009-06-01,千葉県,10645,9892,9608
2009-06-01,東京都,26996,25640,30194
2009-06-01,神奈川県,15251,14232,16814
2009-06-01,新潟県,1411,1597,2557
2009-06-01,富山県,829,922,766
2009-06-01,石川県,1069,1152,1245
2009-06-01,福井県,601,676,598
2009-06-01,山梨県,780,894,1053
2009-06-01,長野県,1828,1911,2550
2009-06-01,岐阜県,1724,2100,2166
2009-06-01,静岡県,3638,3810,5825
2009-06-01,愛知県,7327,7314,14469
2009-06-01,三重県,1960,2183,1737
2009-06-01,滋賀県,1772,1774,1633
2009-06-01,京都府,3424,3649,3961
2009-06-01,大阪府,10798,11092,18364
2009-06-01,兵庫県,6372,6409,7819
2009-06-01,奈良県,1748,1935,1468
2009-06-01,和歌山県,815,985,860
2009-06-01,鳥取県,580,626,479
2009-06-01,島根県,716,610,463
2009-06-01,岡山県,1917,1892,2387
2009-06-01,広島県,2946,3084,4483
2009-06-01,山口県,1407,1623,1294
2009-06-01,徳島県,669,657,827
2009-06-01,香川県,1053,1152,982
2009-06-01,愛媛県,1166,1332,1127
2009-06-01,高知県,613,692,833
2009-06-01,福岡県,6458,6322,11924
2009-06-01,佐賀県,1066,1100,771
2009-06-01,長崎県,1413,1705,1354
2009-06-01,熊本県,1778,1885,2220
2009-06-01,大分県,1387,1348,1109
2009-06-01,宮崎県,1334,1299,1307
2009-06-01,鹿児島県,1993,1754,1862
2009-06-01,沖縄県,1636,1586,2951
2009-07-01,北海道,3891,3484,15226
2009-07-01,青森県,1697,1737,1439
2009-07-01,岩手県,1530,1408,1271
2009-07-01,宮城県,3648,3801,4790
2009-07-01,秋田県,1047,1127,770
2009-07-01,山形県,1177,1103,1070
2009-07-01,福島県,2011,2295,2200
2009-07-01,茨城県,3658,3380,3791
2009-07-01,栃木県,2429,2370,1937
2009-07-01,群馬県,1945,2021,2274
2009-07-01,埼玉県,12224,11709,12066
2009-07-01,千葉県,11279,10157,10333
2009-07-01,東京都,27797,28087,31418
2009-07-01,神奈川県,14676,16151,17016
2009-07-01,新潟県,1787,1687,2778
2009-07-01,富山県,936,941,883
2009-07-01,石川県,1288,1189,1166
2009-07-01,福井県,692,709,660
2009-07-01,山梨県,1146,908,1040
2009-07-01,長野県,1959,1856,2587
2009-07-01,岐阜県,1930,2157,2161
2009-07-01,静岡県,4144,3658,5900
2009-07-01,愛知県,7859,8280,14577
2009-07-01,三重県,2080,2282,1829
2009-07-01,滋賀県,1867,2014,1698
2009-07-01,京都府,3547,3784,4193
2009-07-01,大阪府,11521,11680,18810
2009-07-01,兵庫県,6969,6682,8084
2009-07-01,奈良県,1834,1966,1524
2009-07-01,和歌山県,998,945,816
2009-07-01,鳥取県,702,699,519
2009-07-01,島根県,761,773,439
2009-07-01,岡山県,2044,2033,2597
2009-07-01,広島県,3249,3590,4614
2009-07-01,山口県,1550,2165,1248
2009-07-01,徳島県,791,791,947
2009-07-01,香川県,1336,1461,952
2009-07-01,愛媛県,1449,1510,1232
2009-07-01,高知県,703,738,769
2009-07-01,福岡県,7403,6795,12366
2009-07-01,佐賀県,1309,1225,805
2009-07-01,長崎県,1895,2241,1530
2009-07-01,熊本県,2400,2246,2253
2009-07-01,大分県,1690,1539,1151
2009-07-01,宮崎県,1574,1559,1288
2009-07-01,鹿児島県,2336,2199,1996
2009-07-01,沖縄県,1882,1508,3208
2009-08-01,北海道,3654,4055,13507
2009-08-01,青森県,1826,1897,1288
2009-08-01,岩手県,1254,1310,1072
2009-08-01,宮城県,3310,3154,3952
2009-08-01,秋田県,975,980,640
2009-08-01,山形県,925,1006,911
2009-08-01,福島県,1736,1940,1535
2009-08-01,茨城県,3501,3294,3073
2009-08-01,栃木県,2183,2364,1713
2009-08-01,群馬県,1859,1838,1917
2009-08-01,埼玉県,11912,11172,10937
2009-08-01,千葉県,10641,10166,8947
2009-08-01,東京都,27405,26266,29122
2009-08-01,神奈川県,14966,15403,16050
2009-08-01,新潟県,1845,1717,2410
2009-08-01,富山県,820,855,802
2009-08-01,石川県,1097,1232,1064
2009-08-01,福井県,627,799,601
2009-08-01,山梨県,1098,961,959
2009-08-01,長野県,1865,1921,2281
2009-08-01,岐阜県,1971,2129,2090
2009-08-01,静岡県,4014,4187,5472
2009-08-01,愛知県,7537,7896,14078
2009-08-01,三重県,2128,2209,1693
2009-08-01,滋賀県,2095,1679,1831
2009-08-01,京都府,3721,4051,3919
2009-08-01,大阪府,10820,11399,17771
2009-08-01,兵庫県,6651,6907,7519
2009-08-01,奈良県,1805,1866,1448
2009-08-01,和歌山県,891,923,736
2009-08-01,鳥取県,694,723,357
2009-08-01,島根県,762,706,438
2009-08-01,岡山県,1980,1979,2427
2009-08-01,広島県,3412,3532,4232
2009-08-01,山口県,1872,2038,1205
2009-08-01,徳島県,719,819,723
2009-08-01,香川県,1345,1197,873
2009-08-01,愛媛県,1444,1513,1219
2009-08-01,高知県,711,788,711
2009-08-01,福岡県,7874,7208,11808
2009-08-01,佐賀県,1251,1360,783
2009-08-01,長崎県,2115,2223,1249
2009-08-01,熊本県,2234,2385,2220
2009-08-01,大分県,1586,1665,1080
2009-08-01,宮崎県,1703,1589,1319
2009-08-01,鹿児島県,2465,2348,2245
2009-08-01,沖縄県,2175,1825,3039
2009-09-01,北海道,3392,3610,13487
2009-09-01,青森県,1330,1401,1052
2009-09-01,岩手県,1248,1296,1123
2009-09-01,宮城県,2854,2835,4318
2009-09-01,秋田県,908,918,654
2009-09-01,山形県,955,1005,985
2009-09-01,福島県,1748,2060,1627
2009-09-01,茨城県,3610,3020,3326
2009-09-01,栃木県,2221,2138,1931
2009-09-01,群馬県,1858,1730,2004
2009-09-01,埼玉県,11257,10228,11017
2009-09-01,千葉県,10402,9506,9605
2009-09-01,東京都,25896,25487,29827
2009-09-01,神奈川県,14450,14097,16798
2009-09-01,新潟県,1528,1596,2405
2009-09-01,富山県,852,864,832
2009-09-01,石川県,1086,1115,1305
2009-09-01,福井県,639,671,705
2009-09-01,山梨県,1063,845,1111
2009-09-01,長野県,1782,1816,2444
2009-09-01,岐阜県,1820,2017,2021
2009-09-01,静岡県,3407,3545,5401
2009-09-01,愛知県,6569,7409,13894
2009-09-01,三重県,1974,2094,1775
2009-09-01,滋賀県,1804,1608,1621
2009-09-01,京都府,3410,3657,3633
2009-09-01,大阪府,10020,10644,16754
2009-09-01,兵庫県,5911,6202,8048
2009-09-01,奈良県,1653,1945,1493
2009-09-01,和歌山県,885,883,876
2009-09-01,鳥取県,557,631,421
2009-09-01,島根県,693,669,498
2009-09-01,岡山県,1654,1897,2512
2009-09-01,広島県,2844,3255,4786
2009-09-01,山口県,1478,1542,1141
2009-09-01,徳島県,623,647,796
2009-09-01,香川県,1112,1069,775
2009-09-01,愛媛県,1247,1280,1196
2009-09-01,高知県,738,644,759
2009-09-01,福岡県,6182,6184,11770
2009-09-01,佐賀県,1006,1211,785
2009-09-01,長崎県,1596,1577,1447
2009-09-01,熊本県,1729,1811,2247
2009-09-01,大分県,1373,1302,1046
2009-09-01,宮崎県,1304,1190,1055
2009-09-01,鹿児島県,1889,1802,1813
2009-09-01,沖縄県,1827,1431,2721
2009-10-01,北海道,3564,3916,15285
2009-10-01,青森県,1322,1500,1234
2009-10-01,岩手県,1275,1378,1313
2009-10-01,宮城県,3350,3158,4188
2009-10-01,秋田県,995,969,725
2009-10-01,山形県,996,999,1165
2009-10-01,福島県,1783,1968,1754
2009-10-01,茨城県,3555,3299,3759
2009-10-01,栃木県,2586,2332,2005
2009-10-01,群馬県,1994,2063,2243
2009-10-01,埼玉県,11721,10852,11808
2009-10-01,千葉県,10735,9938,10546
2009-10-01,東京都,26575,26590,31895
2009-10-01,神奈川県,14830,14829,17350
2009-10-01,新潟県,1811,1666,2704
2009-10-01,富山県,909,910,904
2009-10-01,石川県,1267,1217,1244
2009-10-01,福井県,686,748,655
2009-10-01,山梨県,955,852,1143
2009-10-01,長野県,2005,2009,2658
2009-10-01,岐阜県,1972,2105,2425
2009-10-01,静岡県,3745,4136,5980
2009-10-01,愛知県,7479,8223,14687
2009-10-01,三重県,2067,2172,1865
2009-10-01,滋賀県,1838,1733,1822
2009-10-01,京都府,3741,3874,4142
2009-10-01,大阪府,11084,11391,18741
2009-10-01,兵庫県,6480,6752,8305
2009-10-01,奈良県,1754,1941,1552
2009-10-01,和歌山県,935,1034,862
2009-10-01,鳥取県,727,731,484
2009-10-01,島根県,797,743,537
2009-10-01,岡山県,2091,2054,2571
2009-10-01,広島県,3272,3441,4539
2009-10-01,山口県,1678,1639,1239
2009-10-01,徳島県,676,764,932
2009-10-01,香川県,1488,1275,957
2009-10-01,愛媛県,1312,1433,1135
2009-10-01,高知県,696,668,813
2009-10-01,福岡県,6809,6715,11740
2009-10-01,佐賀県,1067,1074,755
2009-10-01,長崎県,1696,1742,1331
2009-10-01,熊本県,1977,2093,2248
2009-10-01,大分県,1429,1410,1103
2009-10-01,宮崎県,1435,1314,1229
2009-10-01,鹿児島県,2074,1867,2094
2009-10-01,沖縄県,1919,1635,3439
2009-11-01,北海道,2590,2927,12884
2009-11-01,青森県,1145,1197,1058
2009-11-01,岩手県,1054,989,1154
2009-11-01,宮城県,2368,2338,4094
2009-11-01,秋田県,745,761,733
2009-11-01,山形県,764,793,961
2009-11-01,福島県,1415,1522,1587
2009-11-01,茨城県,2934,2614,3648
2009-11-01,栃木県,1858,1833,1886
2009-11-01,群馬県,1585,1514,1844
2009-11-01,埼玉県,10040,9382,11437
2009-11-01,千葉県,9338,8186,9251
2009-11-01,東京都,22739,23715,29413
2009-11-01,神奈川県,12702,12913,16412
2009-11-01,新潟県,1339,1241,2540
2009-11-01,富山県,677,674,854
2009-11-01,石川県,928,910,1189
2009-11-01,福井県,478,579,755
2009-11-01,山梨県,791,748,1081
2009-11-01,長野県,1498,1534,2500
2009-11-01,岐阜県,1741,1827,2128
2009-11-01,静岡県,3067,3086,5171
2009-11-01,愛知県,5830,6130,13932
2009-11-01,三重県,1711,1674,1651
2009-11-01,滋賀県,1643,1389,1693
2009-11-01,京都府,2845,3342,3844
2009-11-01,大阪府,8932,9507,17800
2009-11-01,兵庫県,5308,5400,7733
2009-11-01,奈良県,1608,1706,1574
2009-11-01,和歌山県,707,811,820
2009-11-01,鳥取県,485,462,380
2009-11-01,島根県,522,524,461
2009-11-01,岡山県,1542,1555,2416
2009-11-01,広島県,2305,2555,4183
2009-11-01,山口県,1345,1116,1160
2009-11-01,徳島県,604,561,908
2009-11-01,香川県,878,973,902
2009-11-01,愛媛県,1048,974,1074
2009-11-01,高知県,624,494,676
2009-11-01,福岡県,5139,4846,11307
2009-11-01,佐賀県,896,901,772
2009-11-01,長崎県,1324,1360,1154
2009-11-01,熊本県,1540,1526,1964
